customer_id,first_name,last_name,email,phone,birth_date,city,country,postal_code,segment,registration_date,last_login,is_verified,accepts_marketing
158,Juan,López,juan.lópez158@email.com,+1 876-868-5536,1999-06-30,Córdoba,Chile,34765,Bronze,2022-09-10,2024-05-15,true,1
159,Laura,Sánchez,laura.sánchez159@email.com,+1 421-444-7011,1961-12-16,Santa Fe,Argentina,39919,Bronze,2021-09-16,2022-11-22,true,1
160,Pedro,Martínez,pedro.martínez160@email.com,+1 267-493-8013,1962-12-10,Salta,Argentina,18525,Gold,2020-01-30,2020-11-08,true,1
161,Diego,Ramírez,diego.ramírez161@email.com,+1 442-135-4077,1997-08-07,Neuquén,México,98890,Platinum,2020-08-31,2021-03-18,true,0
162,Diego,Rodríguez,diego.rodríguez162@email.com,+1 243-988-5679,1961-11-18,La Plata,Argentina,70358,Platinum,2021-06-10,2024-01-21,false,1
163,Ana,López,ana.lópez163@email.com,+1 648-205-7689,1964-10-31,Tucumán,Perú,56833,Silver,2021-04-05,2022-07-14,true,1
164,Diego,Martínez,diego.martínez164@email.com,+1 771-125-9775,1987-11-30,La Plata,Argentina,91634,Bronze,2022-07-30,2023-12-09,true,1
165,Lucas,García,lucas.garcía165@email.com,+1 714-489-9751,1976-11-08,Santa Fe,Argentina,34702,Gold,2024-01-15,2025-11-02,true,1
166,María,Sánchez,maría.sánchez166@email.com,+1 362-966-3722,1979-04-01,Neuquén,Chile,68213,Silver,2021-02-24,2024-10-04,false,0
167,Laura,Ramírez,laura.ramírez167@email.com,+1 970-215-9406,1976-03-29,Buenos Aires,México,94562,Silver,2023-06-03,2025-03-03,true,0
168,María,Torres,maría.torres168@email.com,+1 558-389-9177,1977-06-12,Santa Fe,Perú,31286,Gold,2020-07-09,2021-11-15,true,1
169,Lucas,González,lucas.gonzález169@email.com,+1 957-189-8724,1985-07-03,La Plata,México,41761,Platinum,2020-01-02,2025-08-09,true,1
170,Sofía,Pérez,sofía.pérez170@email.com,+1 516-403-5753,1989-03-25,Salta,Argentina,38325,Gold,2024-04-02,2025-06-23,true,1
171,Martín,Ramírez,martín.ramírez171@email.com,+1 237-585-9227,1998-10-30,Mar del Plata,Colombia,12347,Silver,2023-02-08,2025-08-22,true,1
172,Carlos,López,carlos.lópez172@email.com,+1 802-754-8828,1970-07-10,Mendoza,Argentina,47760,Silver,2024-03-23,2024-03-26,true,0
173,Valentina,García,valentina.garcía173@email.com,+1 261-960-5393,1976-06-19,Santa Fe,Argentina,83814,Platinum,2021-11-25,2021-11-25,true,1
174,Diego,Pérez,diego.pérez174@email.com,+1 393-390-8992,1970-10-12,Mendoza,Argentina,67248,Gold,2021-08-01,2024-08-05,true,0
175,Mateo,Sánchez,mateo.sánchez175@email.com,+1 839-539-1983,1989-04-11,Neuquén,Argentina,56140,Platinum,2024-05-25,2024-07-13,true,0
176,Camila,González,camila.gonzález176@email.com,+1 601-281-1271,1998-12-30,Córdoba,Perú,22417,Platinum,2022-06-21,2024-05-23,true,1
177,María,López,maría.lópez177@email.com,+1 956-158-7674,1986-09-27,Salta,México,13390,Bronze,2022-07-22,2023-10-27,false,1
178,Lucas,Sánchez,lucas.sánchez178@email.com,+1 529-806-3862,2003-10-28,Mar del Plata,Perú,87856,Platinum,2022-06-06,2025-04-13,false,0
179,Carlos,Torres,carlos.torres179@email.com,+1 429-728-7886,1976-05-18,Mendoza,Perú,36278,Silver,2024-03-05,2024-11-09,false,0
180,Lucía,Rodríguez,lucía.rodríguez180@email.com,+1 303-384-8427,1967-08-22,Rosario,Colombia,24924,Gold,2022-07-06,2022-09-09,true,1
181,Gabriel,Pérez,gabriel.pérez181@email.com,+1 693-315-2984,1987-05-21,Tucumán,Colombia,18291,Bronze,2020-08-02,2022-07-10,true,0
